application_id,applicant_id,cohort_id,channel_id,application_date,eligibility_status,interview_result,offer_status,application_status,stage,exit_reason_id
10994,10994,83,1,2024-06-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
10995,10995,75,3,2024-12-09,Eligible,Passed,Offered,Rejected,Selection,5.0
10996,10996,81,3,2024-03-10,Eligible,Failed,Not Offered,Rejected,Interview,6.0
10997,10997,73,5,2024-12-28,Eligible,Passed,Offered,Rejected,Selection,5.0
10998,10998,85,4,2024-12-20,Eligible,Passed,Offered,Rejected,Selection,5.0
10999,10999,81,5,2024-02-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11000,11000,83,1,2024-08-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11001,11001,76,2,2024-12-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11002,11002,77,3,2024-02-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11003,11003,72,1,2024-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11004,11004,85,6,2024-03-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11005,11005,82,2,2024-04-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11006,11006,75,1,2024-11-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11007,11007,81,6,2024-12-17,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11008,11008,76,4,2024-11-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11009,11009,86,1,2024-05-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11010,11010,74,3,2024-06-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11011,11011,84,2,2024-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11012,11012,83,3,2024-10-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11013,11013,77,4,2024-06-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11014,11014,80,3,2024-11-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11015,11015,83,5,2024-05-25,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
11016,11016,78,1,2024-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11017,11017,83,4,2024-04-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11018,11018,79,1,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11019,11019,86,5,2024-06-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11020,11020,73,1,2024-05-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11021,11021,77,4,2024-07-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11022,11022,87,5,2024-02-16,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11023,11023,82,2,2024-11-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11024,11024,78,1,2024-05-20,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11025,11025,75,1,2024-08-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11026,11026,83,4,2024-02-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11027,11027,79,2,2024-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11028,11028,77,1,2024-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11029,11029,85,2,2024-11-01,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
11030,11030,81,1,2024-06-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11031,11031,84,5,2024-05-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11032,11032,72,3,2024-03-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11033,11033,82,3,2024-11-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11034,11034,83,3,2024-06-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11035,11035,85,1,2024-04-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11036,11036,87,1,2024-08-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11037,11037,86,1,2024-01-11,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11038,11038,72,1,2024-06-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11039,11039,84,1,2024-03-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11040,11040,76,5,2024-07-11,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11041,11041,81,1,2024-06-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11042,11042,82,3,2024-11-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11043,11043,73,1,2024-01-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11044,11044,85,1,2024-11-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11045,11045,76,5,2024-01-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11046,11046,86,3,2024-04-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11047,11047,82,4,2024-12-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11048,11048,82,3,2024-07-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11049,11049,80,1,2024-11-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11050,11050,77,3,2024-04-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11051,11051,83,3,2024-01-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11052,11052,72,5,2024-11-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11053,11053,86,1,2024-12-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11054,11054,87,5,2024-11-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11055,11055,76,3,2024-02-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11056,11056,81,3,2024-02-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11057,11057,74,3,2024-03-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11058,11058,74,5,2024-10-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11059,11059,77,4,2024-11-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11060,11060,72,3,2024-02-01,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11061,11061,75,5,2024-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11062,11062,72,5,2024-04-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11063,11063,72,3,2024-09-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11064,11064,78,2,2024-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11065,11065,87,4,2024-11-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11066,11066,75,1,2024-10-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11067,11067,78,1,2024-04-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11068,11068,78,5,2024-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11069,11069,77,2,2024-10-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11070,11070,77,2,2024-02-03,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11071,11071,76,5,2024-01-12,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11072,11072,76,1,2024-11-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11073,11073,80,3,2024-02-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11074,11074,80,1,2024-09-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11075,11075,74,1,2024-11-10,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11076,11076,73,2,2024-04-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11077,11077,84,5,2024-06-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11078,11078,77,1,2024-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11079,11079,81,1,2024-02-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11080,11080,81,1,2024-04-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11081,11081,83,3,2024-04-17,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
11082,11082,83,1,2024-05-02,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11083,11083,75,1,2024-01-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11084,11084,84,1,2024-03-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11085,11085,77,1,2024-08-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11086,11086,86,2,2024-09-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11087,11087,78,1,2024-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11088,11088,82,3,2024-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11089,11089,85,6,2024-07-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11090,11090,79,7,2024-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11091,11091,77,1,2024-04-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11092,11092,82,2,2024-04-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11093,11093,87,4,2024-12-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11094,11094,82,4,2024-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11095,11095,76,2,2024-12-28,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11096,11096,85,3,2024-06-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11097,11097,86,3,2024-11-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11098,11098,72,3,2024-02-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11099,11099,78,3,2024-12-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11100,11100,77,2,2024-06-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11101,11101,78,1,2024-09-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11102,11102,78,3,2024-03-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11103,11103,87,1,2024-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11104,11104,72,7,2024-09-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11105,11105,73,1,2024-07-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11106,11106,87,3,2024-07-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11107,11107,84,1,2024-05-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11108,11108,81,3,2024-02-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11109,11109,75,3,2024-05-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11110,11110,85,1,2024-04-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11111,11111,80,1,2024-03-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11112,11112,81,1,2024-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11113,11113,76,2,2024-02-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11114,11114,78,1,2024-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11115,11115,73,3,2024-05-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11116,11116,75,1,2024-12-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11117,11117,76,2,2024-02-15,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11118,11118,80,1,2024-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11119,11119,73,3,2024-03-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11120,11120,76,1,2024-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11121,11121,74,3,2024-02-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11122,11122,86,4,2024-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11123,11123,85,1,2024-01-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11124,11124,83,1,2024-07-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11125,11125,83,4,2024-11-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11126,11126,75,1,2024-02-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11127,11127,77,7,2024-01-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11128,11128,79,4,2024-01-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11129,11129,84,1,2024-09-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11130,11130,81,1,2024-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11131,11131,79,1,2024-12-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11132,11132,72,1,2024-08-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11133,11133,81,2,2024-08-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11134,11134,85,4,2024-06-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11135,11135,78,4,2024-05-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11136,11136,78,1,2024-11-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11137,11137,78,1,2024-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11138,11138,75,6,2024-07-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11139,11139,77,2,2024-02-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11140,11140,73,2,2024-11-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11141,11141,86,5,2024-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11142,11142,79,4,2024-01-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11143,11143,85,3,2024-05-10,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
11144,11144,83,4,2024-07-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11145,11145,85,1,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11146,11146,72,1,2024-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11147,11147,74,3,2024-04-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11148,11148,76,6,2024-07-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11149,11149,84,2,2024-07-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11150,11150,81,1,2024-01-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11151,11151,84,1,2024-08-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11152,11152,75,3,2024-05-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11153,11153,85,1,2024-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11154,11154,83,1,2024-06-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11155,11155,81,1,2024-07-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11156,11156,83,3,2024-05-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11157,11157,73,1,2024-02-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11158,11158,80,2,2024-12-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11159,11159,72,5,2024-12-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11160,11160,74,3,2024-10-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11161,11161,74,2,2024-11-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11162,11162,76,6,2024-12-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11163,11163,85,3,2024-08-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11164,11164,76,1,2024-06-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11165,11165,76,2,2024-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11166,11166,87,2,2024-04-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11167,11167,84,1,2024-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11168,11168,76,6,2024-09-26,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11169,11169,79,2,2024-10-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11170,11170,79,4,2024-01-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11171,11171,85,3,2024-09-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11172,11172,87,1,2024-12-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11173,11173,80,3,2024-01-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11174,11174,77,1,2024-02-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11175,11175,87,1,2024-10-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11176,11176,86,6,2024-02-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11177,11177,84,1,2024-09-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11178,11178,82,1,2024-09-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11179,11179,78,1,2024-08-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11180,11180,76,1,2024-02-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11181,11181,86,4,2024-06-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11182,11182,81,1,2024-02-10,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11183,11183,81,2,2024-08-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11184,11184,83,1,2024-12-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11185,11185,85,4,2024-05-09,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11186,11186,75,1,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11187,11187,85,2,2024-07-10,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
11188,11188,73,4,2024-07-25,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11189,11189,77,2,2024-05-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11190,11190,83,1,2024-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11191,11191,82,6,2024-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11192,11192,76,1,2024-08-04,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11193,11193,81,1,2024-11-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11194,11194,87,1,2024-02-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11195,11195,79,1,2024-02-04,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11196,11196,77,1,2024-08-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11197,11197,73,5,2024-06-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11198,11198,73,1,2024-09-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11199,11199,72,1,2024-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11200,11200,74,1,2024-05-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11201,11201,75,1,2024-09-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11202,11202,78,4,2024-02-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11203,11203,81,5,2024-07-24,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
11204,11204,76,2,2024-09-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11205,11205,82,7,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11206,11206,76,4,2024-08-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11207,11207,85,2,2024-08-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11208,11208,77,1,2024-06-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11209,11209,86,3,2024-10-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11210,11210,80,5,2024-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11211,11211,77,2,2024-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11212,11212,84,3,2024-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11213,11213,77,1,2024-05-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11214,11214,85,3,2024-06-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11215,11215,74,5,2024-05-19,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11216,11216,81,7,2024-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11217,11217,79,1,2024-06-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11218,11218,80,6,2024-09-13,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11219,11219,75,2,2024-10-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11220,11220,80,5,2024-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11221,11221,76,1,2024-11-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11222,11222,85,4,2024-06-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11223,11223,75,1,2024-11-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11224,11224,76,4,2024-12-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11225,11225,81,4,2024-07-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11226,11226,80,7,2024-05-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11227,11227,72,1,2024-08-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11228,11228,75,3,2024-03-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11229,11229,85,2,2024-08-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11230,11230,73,3,2024-05-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11231,11231,74,5,2024-01-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11232,11232,76,3,2024-06-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11233,11233,76,1,2024-08-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11234,11234,82,6,2024-03-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11235,11235,80,3,2024-04-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11236,11236,77,3,2024-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11237,11237,87,3,2024-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11238,11238,79,3,2024-09-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11239,11239,85,1,2024-01-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11240,11240,77,1,2024-03-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11241,11241,81,6,2024-10-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11242,11242,87,4,2024-09-10,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11243,11243,77,3,2024-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11244,11244,77,1,2024-10-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11245,11245,78,1,2024-05-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11246,11246,76,2,2024-06-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11247,11247,73,5,2024-01-27,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11248,11248,79,5,2024-11-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11249,11249,74,1,2024-06-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11250,11250,82,5,2024-12-20,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11251,11251,82,3,2024-02-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11252,11252,81,1,2024-06-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11253,11253,86,1,2024-07-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11254,11254,87,7,2024-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11255,11255,85,6,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11256,11256,85,7,2024-12-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11257,11257,78,2,2024-01-17,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11258,11258,76,1,2024-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11259,11259,84,2,2024-03-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11260,11260,78,3,2024-07-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11261,11261,81,3,2024-11-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11262,11262,84,4,2024-04-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11263,11263,73,1,2024-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11264,11264,84,2,2024-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11265,11265,74,2,2024-04-20,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11266,11266,73,1,2024-09-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11267,11267,87,1,2024-12-17,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11268,11268,72,2,2024-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11269,11269,74,4,2024-02-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11270,11270,86,1,2024-11-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11271,11271,77,1,2024-12-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11272,11272,84,2,2024-02-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11273,11273,87,4,2024-08-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11274,11274,77,3,2024-04-03,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11275,11275,77,1,2024-08-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11276,11276,82,1,2024-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11277,11277,86,2,2024-07-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11278,11278,79,1,2024-08-20,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11279,11279,85,1,2024-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11280,11280,79,4,2024-01-09,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11281,11281,79,6,2024-10-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11282,11282,81,2,2024-01-25,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11283,11283,79,1,2024-09-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11284,11284,73,1,2024-03-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11285,11285,72,3,2024-06-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11286,11286,86,4,2024-05-11,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11287,11287,73,1,2024-08-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11288,11288,78,3,2024-02-20,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11289,11289,86,1,2024-06-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11290,11290,83,1,2024-10-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11291,11291,80,1,2024-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11292,11292,83,2,2024-07-19,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11293,11293,75,2,2024-07-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11294,11294,85,1,2024-08-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11295,11295,72,1,2024-03-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11296,11296,76,3,2024-04-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11297,11297,82,1,2024-11-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11298,11298,85,5,2024-07-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11299,11299,80,1,2024-02-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11300,11300,86,4,2024-05-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11301,11301,77,1,2024-02-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11302,11302,78,1,2024-04-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11303,11303,78,3,2024-05-11,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11304,11304,86,5,2024-08-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11305,11305,86,1,2024-08-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11306,11306,75,1,2024-12-11,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11307,11307,79,1,2024-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11308,11308,77,5,2024-03-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11309,11309,84,1,2024-02-12,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11310,11310,82,2,2024-11-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11311,11311,82,3,2024-10-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11312,11312,86,1,2024-06-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11313,11313,80,5,2024-05-25,Eligible,Passed,Offered,Rejected,Selection,5.0
